team_name,three_point_shot,shot_made,type,shot_type,shot_subtype,points_scored,event_coord_x,event_coord_y,team_basket,elapsed_time_sec,game_clock,round
Hokies,FALSE,FALSE,fieldgoal,jump shot,NA,NA,177,284,left,1816,09:44:00,NA
Hokies,FALSE,FALSE,fieldgoal,layup,NA,NA,1041,288,right,330,14:30:00,NA
Hokies,TRUE,FALSE,fieldgoal,NA,NA,NA,830,431,right,819,06:21:00,NA
Hokies,FALSE,FALSE,fieldgoal,jump shot,NA,NA,1057,393,right,674,08:46:00,NA
Hokies,TRUE,FALSE,fieldgoal,jump shot,NA,NA,89,561,left,1274,18:46:00,NA
Hokies,TRUE,TRUE,fieldgoal,jump shot,NA,3,60,562,left,1896,08:24:00,Second Round
Hokies,FALSE,FALSE,fieldgoal,layup,NA,NA,98,274,left,1393,16:47:00,NA
Hokies,FALSE,FALSE,fieldgoal,layup,NA,NA,85,297,left,918,04:42:00,NA
Hokies,FALSE,TRUE,fieldgoal,layup,NA,2,85,284,left,1486,15:14:00,NA
Hokies,TRUE,FALSE,fieldgoal,jump shot,NA,NA,36,569,left,2353,00:47:00,NA
Hokies,TRUE,FALSE,fieldgoal,jump shot,NA,NA,188,283,left,2210,03:10:00,NA
Hokies,TRUE,FALSE,fieldgoal,jump shot,NA,NA,275,129,left,2036,06:04:00,Second Round
Hokies,FALSE,FALSE,fieldgoal,jump shot,NA,NA,157,293,left,1567,13:53:00,NA
Hokies,TRUE,FALSE,fieldgoal,jump shot,NA,NA,273,94,left,2105,04:55:00,NA
Hokies,FALSE,TRUE,fieldgoal,layup,driving,2,101,335,left,1336,17:44:00,NA
Hokies,FALSE,TRUE,fieldgoal,layup,NA,2,1041,267,right,375,13:45:00,NA
Hokies,TRUE,TRUE,fieldgoal,jump shot,NA,3,784,164,right,1688,11:52:00,NA
Hokies,TRUE,TRUE,fieldgoal,jump shot,NA,3,855,488,right,138,17:42:00,NA
Hokies,TRUE,FALSE,fieldgoal,jump shot,NA,NA,1069,568,right,809,06:31:00,NA
Hokies,FALSE,FALSE,fieldgoal,NA,NA,NA,1065,321,right,154,17:26:00,NA
Hokies,TRUE,FALSE,fieldgoal,jump shot,NA,NA,865,64,right,118,18:02:00,NA
Hokies,TRUE,FALSE,fieldgoal,jump shot,NA,NA,830,149,right,103,18:17:00,NA
Hokies,FALSE,TRUE,fieldgoal,layup,NA,2,1054,322,right,1199,00:01:00,NA
Hokies,TRUE,FALSE,fieldgoal,jump shot,NA,NA,277,106,left,1961,07:19:00,NA
Hokies,TRUE,TRUE,fieldgoal,jump shot,NA,3,964,36,right,263,15:37:00,NA
Hokies,TRUE,FALSE,fieldgoal,jump shot,NA,NA,30,33,left,2388,00:12:00,NA
Hokies,FALSE,FALSE,fieldgoal,layup,NA,NA,85,308,left,180,17:00:00,NA
Hokies,TRUE,FALSE,fieldgoal,jump shot,NA,NA,920,520,right,473,12:07:00,NA
Hokies,FALSE,TRUE,fieldgoal,NA,NA,2,1003,177,right,820,06:20:00,NA
Hokies,TRUE,FALSE,fieldgoal,jump shot,NA,NA,1072,36,right,476,12:04:00,NA
Hokies,TRUE,FALSE,fieldgoal,NA,NA,NA,298,70,left,1170,00:30:00,NA
Hokies,FALSE,FALSE,fieldgoal,layup,NA,NA,1004,277,right,970,03:50:00,NA
Hokies,TRUE,TRUE,fieldgoal,jump shot,NA,3,259,94,left,1497,15:03:00,NA
Hokies,FALSE,TRUE,fieldgoal,layup,NA,2,1047,335,right,105,18:15:00,NA
Hokies,FALSE,TRUE,fieldgoal,jump shot,NA,2,930,224,right,2101,04:59:00,NA
Hokies,FALSE,FALSE,fieldgoal,jump shot,NA,NA,937,156,right,1704,11:36:00,NA
Hokies,FALSE,FALSE,fieldgoal,dunk,NA,NA,1030,269,right,1138,01:02:00,NA
Hokies,TRUE,FALSE,fieldgoal,NA,NA,NA,275,130,left,2331,01:09:00,First Round
Hokies,TRUE,TRUE,fieldgoal,jump shot,NA,3,212,530,left,2366,00:34:00,NA
Hokies,FALSE,TRUE,fieldgoal,jump shot,NA,2,987,274,right,461,12:19:00,NA
Hokies,TRUE,FALSE,fieldgoal,jump shot,NA,NA,803,222,right,225,16:15:00,NA
Hokies,FALSE,FALSE,fieldgoal,layup,NA,NA,103,322,left,2400,00:00:00,NA
Hokies,FALSE,FALSE,fieldgoal,layup,NA,NA,105,236,left,1756,10:44:00,NA
